Pais,CodigoISOpaís,Oficinaderegistro,Grupoedad,Edad,areaConocimiento,SubAreaConocimiento,NivelAcademico,Estadocivil,Genero,Etniadelapersona,Estatura ,Localizacion,Cantidaddepersonas
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,57,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,156,"(40.463667, -3.74922)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,43,BELLAS ARTES,MÚSICA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,81,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,VIUDO,FEMENINO,NINGUNA,164,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO MAYOR,61,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,58,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO MAYOR,69,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,162,"(6.42375, -66.58973)",2
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,20,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
CANADA,CAN,C. OTTAWA,ADULTO,44,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,160,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,54,NO INDICA,NO INDICA,NINGUNO,CASADO,MASCULINO,SIN ETNIA REGISTRADA,165,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,42,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO MAYOR,66,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,181,"(37.09024, -95.712891)",1
TRINIDAD Y TOBAGO,TTO,C. PUERTO ESPAÑA,ADULTO,43,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(10.691803, -61.222503)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO,44,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,SIN ETNIA REGISTRADA,158,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. ORLANDO,INFANTE,11,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
CANADA,CAN,C. VANCOUVER,ADULTO,49,CIENCIAS DE LA SALUD,SALUD PÚBLICA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,46,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",9
ESPAÑA,ESP,C. MADRID,ADULTO,42,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. SEVILLA,ADULTO,34,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ARUBA,ABW,C. ARUBA,ADULTO,55,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(12.52111, -69.968338)",1
BELGICA,BEL,C. BRUSELAS,ADULTO,29,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(50.503887, 4.469936)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,31,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,175,"(37.09024, -95.712891)",1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO MAYOR,67,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,160,"(-40.900557, 174.885971)",1
PANAMA,PAN,C. PANAMA,ADULTO,46,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(8.537981, -80.782127)",2
ESPAÑA,ESP,C. BILBAO,ADULTO,56,BELLAS ARTES,ARTES DRAMÁTICAS Y REPRESENTATIVAS,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO,51,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,SOLTERO,FEMENINO,NINGUNA,170,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO MAYOR,60,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",4
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,57,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - ESPECIALIZACIÓN,DESCONOCIDO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,37,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,34,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
CANADA,CAN,C. MONTREAL,ADULTO,33,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,63,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,170,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,50,NINGUNA,NINGUNA,PRIMARIA,CASADO,FEMENINO,NINGUNA,160,"(6.42375, -66.58973)",2
ECUADOR,ECU,C. NUEVA LOJA,ADULTO,39,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,OTRO,156,"(-1.831239, -78.183406)",1
CHILE,CHL,C. SANTIAGO,ADULTO,46,MATEMÁTICAS Y CIENCIAS NATURALES,OTROS PROGRAMAS DE CIENCIAS NATURALES,POSTGRADO - DOCTORADO,SOLTERO,FEMENINO,NINGUNA,157,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO,52,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
GUATEMALA,GTM,C. GUATEMALA,ADULTO MAYOR,94,NO INDICA,NO INDICA,NINGUNO,CASADO,FEMENINO,NINGUNA,164,"(15.783471, -90.230759)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,57,NO INDICA,AVIACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,165,"(37.09024, -95.712891)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,37,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
AUSTRALIA,AUS,C. CANBERRA,ADULTO,33,CIENCIAS DE LA SALUD,BACTERIOLOGÍA,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,62,BELLAS ARTES,DISEÑO,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,38,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,160,"(40.463667, -3.74922)",1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,20,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(41.87194, 12.56738)",2
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,61,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,155,"(37.09024, -95.712891)",6
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,50,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,SIN ETNIA REGISTRADA,166,"(37.09024, -95.712891)",2
ITALIA,ITA,C. ROMA,ADULTO,48,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(41.87194, 12.56738)",1
AUSTRALIA,AUS,C. CANBERRA,ADULTO,37,CIENCIAS SOCIALES Y HUMANAS,"LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES",NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,29,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,47,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,165,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,79,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,172,"(6.42375, -66.58973)",1
FRANCIA,FRA,C. PARIS,ADULTO,34,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,170,"(46.227638, 2.213749)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO,51,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
PANAMA,PAN,C. PANAMA,ADULTO,43,NINGUNA,NINGUNA,POSTGRADO - MAESTRIA,CASADO,FEMENINO,OTRO,168,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,43,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",26
PARAGUAY,PRY,C. ASUNCION,ADULTO,34,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,154,"(-23.442503, -58.443832)",1
CANADA,CAN,C. MONTREAL,ADULTO MAYOR,69,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,NINGUNA,161,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,75,NO INDICA,NO INDICA,PRIMARIA,CASADO,MASCULINO,NINGUNA,165,"(40.463667, -3.74922)",1
BRASIL,BRA,C. MANAOS,ADULTO MAYOR,63,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - ESPECIALIZACIÓN,CASADO,MASCULINO,OTRO,167,"(-14.235004, -51.92528)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,44,NO INDICA,NO INDICA,BACHILLERATO,DIVORCIADO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,47,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,174,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,58,NINGUNA,NINGUNA,BACHILLERATO,DIVORCIADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",4
ITALIA,ITA,C. ROMA,ADULTO JOVEN,27,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,157,"(41.87194, 12.56738)",1
PANAMA,PAN,C. PANAMA,ADULTO,50,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(8.537981, -80.782127)",1
CANADA,CAN,C. MONTREAL,ADULTO,43,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,57,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,159,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO,43,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,172,"(6.42375, -66.58973)",1
IRLANDA,IRL,C. DUBLIN,ADULTO,38,BELLAS ARTES,PUBLICIDAD Y AFINES,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(53.41291, -8.24389)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO,34,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(9.748917, -83.753428)",1
ESPAÑA,ESP,C. MADRID,ADULTO,57,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFÍA O HISTORIA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,62,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,165,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,44,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,170,"(40.463667, -3.74922)",2
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,30,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,25,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,178,"(37.09024, -95.712891)",1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO,41,NINGUNA,NINGUNA,PREGRADO - PROFESIONAL,DIVORCIADO,MASCULINO,INDÍGENA,176,"(61.52401, 105.318756)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,47,CIENCIAS SOCIALES Y HUMANAS,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,48,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,175,"(40.463667, -3.74922)",1
FRANCIA,FRA,C. PARIS,ADULTO,43,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,159,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO MAYOR,73,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,176,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,ADULTO MAYOR,65,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO,38,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(-35.675147, -71.542969)",1
ISRAEL,ISR,C. TEL AVIV,ADULTO,34,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(31.046051, 34.851612)",1
BRASIL,BRA,C. MANAOS,ADULTO,33,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,172,"(-14.235004, -51.92528)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,29,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",7
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,39,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA DE PETRÓLEOS,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO MAYOR,67,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,158,"(6.42375, -66.58973)",1
PANAMA,PAN,C. PANAMA,ADULTO MAYOR,64,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,NO INDICA,CASADO,FEMENINO,NINGUNA,166,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO,31,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TÉCNICO PROFESIONAL,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. QUITO,ADULTO,54,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,153,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,56,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,NO INDICA,DIVORCIADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO,55,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",NO INDICA,CASADO,FEMENINO,OTRO,-1,"(8.537981, -80.782127)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO,53,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,157,"(9.748917, -83.753428)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,29,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,180,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,46,CIENCIAS SOCIALES Y HUMANAS,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,36,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,180,"(-38.416097, -63.616672)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,INFANTE,9,NO INDICA,NO INDICA,NINGUNO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,80,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,24,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,35,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",2
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,49,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,51,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",3
BRASIL,BRA,C. SAO PAULO,ADULTO,54,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-14.235004, -51.92528)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,51,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,162,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO MAYOR,65,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,156,"(40.463667, -3.74922)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO,34,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(23.634501, -102.552784)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO,40,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,AFRODESCENDIENTE,-1,"(-35.675147, -71.542969)",4
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,69,NINGUNA,NINGUNA,PRIMARIA,DIVORCIADO,FEMENINO,NINGUNA,156,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO,57,NINGUNA,NINGUNA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,153,"(-1.831239, -78.183406)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO MAYOR,62,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(9.748917, -83.753428)",1
ESPAÑA,ESP,C. BILBAO,ADULTO,44,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,NINGUNA,165,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,36,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TECNOLÓGICO,SOLTERO,FEMENINO,NINGUNA,165,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO MAYOR,68,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",4
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,66,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,OTRO,170,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,ADULTO,53,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,150,"(40.463667, -3.74922)",1
EL SALVADOR,SLV,C. SAN SALVADOR,PRIMERA INFANCIA,2,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(13.794185, -88.89653)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,48,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO MAYOR,93,NO INDICA,NO INDICA,PRIMARIA,CASADO,MASCULINO,NINGUNA,169,"(37.09024, -95.712891)",1
PERU,PER,C. IQUITOS,ADULTO,32,CIENCIAS DE LA SALUD,SALUD PÚBLICA,PREGRADO - TÉCNICO PROFESIONAL,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(-9.189967, -75.015152)",1
ESPAÑA,ESP,C. MADRID,PRIMERA INFANCIA,1,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,92,NO INDICA,NO INDICA,BACHILLERATO,VIUDO,FEMENINO,NINGUNA,158,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,50,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,25,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA BIOMÉDICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,44,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,MASCULINO,NINGUNA,171,"(6.42375, -66.58973)",1
CANADA,CAN,C. TORONTO,ADULTO,52,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,193,"(56.130366, -106.346771)",1
NORUEGA,NOR,C. OSLO,ADULTO MAYOR,70,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,VIUDO,FEMENINO,NINGUNA,160,"(60.472024, 8.468946)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,64,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,SIN ETNIA REGISTRADA,158,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,48,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO,38,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(8.537981, -80.782127)",1
ESTADOS UNIDOS,USA,C. SAN JUAN PTO RICO,ADULTO MAYOR,71,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA QUÍMICA Y AFINES,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,167,"(37.09024, -95.712891)",1
